review_id,user_id,user_name,product_sys_id,product_id,rating,is_purchased,created_at,content
67,43,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-14T06:11:37.000000Z,Máy okk có đều ốp lưng hơi lỏng ! Dễ bị bung ốp lưng khi lấy từ túi quần ra. Mong xem lại phần ốp lưng @@
81,5,Nguyễn Anh Văn,prd_66b3e3f719,16520,4,False,2019-11-15T02:14:53.000000Z,Băn khoăn từ X lên ip11 . cũng ko biết gọi là lên hay xuống :)) nhưng khi chuyển qua ip 11 thấy hài lòng . mức tiền chênh bù không quá nhiều . pin tốt . camera tốt . màn hình cơ bản vẫn đủ dùng so với ip x . giá cps cũng tốt . hàng vna dùng đỡ lăn tăn
84,49,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-15T04:12:41.000000Z,Máy ngon giá rẻ*)
104,5,Nguyễn Anh Văn,prd_4d183bfbc6,17704,5,False,2019-11-18T05:13:01.000000Z,Máy dùng ổn . ủng hộ Vin . dịch vụ cũng tốt .  3 ngày có gọi cskh . 5 điểm cho cellphone
109,64,Nghiêm Xuân Khánh,prd_4d183bfbc6,17704,5,False,2019-11-18T16:38:32.000000Z,Với cấu hình máy và giá bán như thế này thì Vsmart live quá tuyệt. nhân viên Cellphones chu đáo. phục vụ khách hàng tốt. đang cân nhắc mua làm quà tặng.
111,66,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-19T08:45:04.000000Z,Rất ngon
115,68,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-20T03:48:32.000000Z,máy tốt. đáng tiền trong tầm giá. nhân viên sale tốt
116,69,Unknown,prd_906894f7d0,13683,5,False,2019-11-20T06:39:18.000000Z,Nhân viên tư vấn rất kĩ ... bác giữ xe vui tính . sau 7 ngày còn gọi hỏi tình trạng máy . sau có nhu cầu vẫn sẽ đến cellphones
126,73,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-21T12:52:16.000000Z,Máy tốt. giá rẻ
129,21,Anh Dương,prd_bf8114950b,17191,5,False,2019-11-23T03:18:46.000000Z,Thiết kế đẹp. xài ngon. camera chất. Quá hợp lí
137,81,Unknown,prd_4d183bfbc6,17704,5,False,2019-11-24T13:41:11.000000Z,Nhân viên phục vụ tốt . giá cực tốt
138,82,Unknown,prd_ece8fb6888,18013,5,False,2019-11-24T23:32:46.000000Z,tôi thấy rất phù hợp với những người có thu nhập trung bình
143,86,Sg-bùi Văn Định,prd_916a7f3f29,12825,5,False,2019-11-26T08:48:03.000000Z,mọi thứ tuyệt vời
160,96,Unknown,prd_4d183bfbc6,17704,4,False,2019-11-29T11:16:48.000000Z,máy mượt chơi liên quân không nóng lắm chỉ có màn hơi vàng vs lại cam thiếu sáng hơi tệ
168,103,Anh Đặng,prd_916a7f3f29,12825,5,False,2019-11-30T08:02:08.000000Z,Lúc đầu định mua Note 9 nhưng giá Note 10 được hỗ trợ tốt quá nên lên luôn. Máy dùng tốt. không lỗi lầm gì. pin hơi yếu. nhưng sạc rất nhanh. cam rất đẹp. Thái độ phục vụ của nhân viên rất tốt. nhanh lẹ. Mình đã dùng đc 2 tuần.
171,106,Anh Tú,prd_4d183bfbc6,17704,5,False,2019-11-30T20:26:26.000000Z,Cho hỏi máy bày chơi pubg đc ko ạ
181,114,Unknown,prd_4d183bfbc6,17704,4,False,2019-12-01T16:14:55.000000Z,Phân giải camera ko giống mô tả
193,124,Anh Thi,prd_4d183bfbc6,17704,5,False,2019-12-02T14:59:57.000000Z,Mua ngày 30/11 . Với cấu hình máy và giá bán như thế này thì Vsmart live quá tuyệt. nhân viên Cellphones chu đáo. phục vụ khách hàng tốt. Dùng 1 buổi thấy báo có bản cập nhâp VOS 2.5. Sau cập nhập thấy mở khóa vân tay nhạy hơn hẳn.
225,149,Lê Song Thương,prd_4d183bfbc6,17704,3,False,2019-12-11T08:07:59.000000Z,Cảm biến vân tay của máy quá tệ.
226,150,Unknown,prd_4d183bfbc6,17704,5,False,2019-12-11T12:39:08.000000Z,Nhan vien phuc vu nhiet tinh
239,161,Unknown,prd_4d183bfbc6,17704,5,False,2019-12-14T11:19:10.000000Z,Bên mình Có kings cường lực cho vsmart live không ad
248,169,Unknown,prd_bf8114950b,17191,4,False,2019-12-15T15:22:57.000000Z,Sử dụng ok. pin lâu. lấy nét nhanh. ống góc rộng siêu thần thánh
252,173,Unknown,prd_4d183bfbc6,17704,5,False,2019-12-16T21:03:15.000000Z,Mua hôm 30/11. cực kì đáng mua. Ưu điểm là hàng chính hãng hậu mãi tốt thiết kế đẹp. màn hình đẹp ko có điểm khuyết màu sắc tươi ra ngoài trời dễ nhìn. camera chụp đẹp nhiều tính năng chụp đêm khá ổn. cấu hình tốt mượt mà đáp ứng đủ nhu cầu chơi game có sạc nhanh tầm &gt1h là đầy. pin trâu dùng đủ 1 ngày với tác vụ hỗn hợp. Thích nhất là phần mềm ít tùy biến nên rất mượt. mong Vsmart tiếp tục phát huy. Nhược điểm nhỏ có thể bỏ qua là khó mua phụ kiện phải đặt trên mạng or phải dùng tạm ốp của Meizu 16XS :))) viền bóng dễ xước phẩy dùng ốp kĩ càng mà vẫn trầy ((( loa ngoài to rõ nhưng ko quá hay. Đánh giá về CellphoneS thì mình ko có gì ngoài Hài lòng! Còn được giảm sinh nhật 50 ngàn :3
255,176,Sg-huỳnh Tấn Đạt,prd_906894f7d0,13683,5,False,2019-12-17T05:59:44.000000Z,Sản phẩm dùng rất tốt. pin trâu. màn hình đẹp. sóng ổn định. Nhân viên phục vụ rất nhiệt tình và chu đáo.
260,180,Unknown,prd_4d183bfbc6,17704,5,False,2019-12-17T13:07:32.000000Z,Sịn sò.tự hào quá
273,192,Unknown,prd_4d183bfbc6,17704,5,False,2019-12-21T15:37:07.000000Z,Đánh giá khách quan. trên phương diện so sánh trong tầm giá thì k có đối thủ!
284,201,Anh Huy,prd_4d183bfbc6,17704,5,False,2019-12-24T10:39:41.000000Z,Tốt
297,213,Bùi  Quốc Đạt,prd_916a7f3f29,12825,4,False,2019-12-27T08:40:14.000000Z,Đã mua hôm 20/12 với giá 13tr200. máy xài tốt không vấn đề gì đánh giá 4 sao. còn 1 sao không hài lòng về chương trình thu cũ đổi mới của shop phần định giá máy cũ quá rẻ không phù hợp với thông tin shop đưa ra trên web
343,252,Unknown,prd_4d183bfbc6,17704,5,False,2020-01-06T06:16:28.000000Z,Máy dùng nhanh. mượt ngon lành.
373,275,Unknown,,0,3,False,2020-01-12T19:27:16.000000Z,tester
378,279,Unknown,prd_4d183bfbc6,17704,5,False,2020-01-13T11:31:52.000000Z,Máy tốt. đẹp. Chip snap 675 chạy các tác vụ cơ bản mượt. nhanh. ko giật lag. Game chưa test nhưng nghe nói cũng khá mượt. Ăn đứt các máy khác trong tần giá như realme 5 hay A10s. Sẽ ủng hộ Vsmart
383,284,Unknown,prd_aca54c622d,14119,5,False,2020-01-14T03:32:23.000000Z,Ok giao hàng tốt mau nhân viên cellphones nhiệt tình .mình mới lấy con Vsmart hậu mãi giảm giá tốt .sau này ủng hộ thêm cellphones.
385,286,Unknown,prd_4d183bfbc6,17704,5,False,2020-01-14T09:55:13.000000Z,Tốt
406,300,Anh Lực,prd_4d183bfbc6,17704,3,False,2020-01-17T07:50:33.000000Z,Mới vừa mua tất cả đều ổn ngon lành nhưng màn hình hiển thị amoled mà sao ám vàng và tối. Phải để ánh sáng hơn 75% mới sáng được.
422,311,Unknown,prd_4d183bfbc6,17704,3,False,2020-01-19T09:01:04.000000Z,camera trước chỉ có 12 mp :((
432,320,Unknown,prd_4d183bfbc6,17704,4,False,2020-01-21T05:17:59.000000Z,Xài máy 1 tháng rồi mới viết đánh giá. máy với mức nhu cầu sử dungj của mình thì rất rất rất ổn. mình chỉ dùng: mess. zalo. shopee. grab. youtube. zingtv. traveloka. google. translate. telegram. hàng ngày chỉ mở loanh quanh mấy cái đó. Đa nhiệm dùng mượt. tốc độ k phải là nhanh như chớp mắt nhưng đủ nhanh. vào mạng ok. chỉ là nhận mạng hơi chậm hơn so với tốc độ mấy máy htc cũ của mình. Mình thấy khả năng bắt wifi tốt. k yếu như 1 số bạn nói. lúc đầu cũng khá lo lắng khi nghe nói bắt wifi yếu. Màn hình lúc độ sáng thấp hơn so với các dòng máy hiện nay. nhưng lại ít bị mỏi mắt. lúc mới xài thấy hơi vàng vàng. xài quen thấy bt thôi. hiện thị tốt. sắc nét. k lệch màu nhiều. hàng ngày coi clip. đọc truyện. mua sắm. video call thì cũng 2 ngày mình mới sạc. tuỳ vào xài bao lâu thì pin hao nhìu ít thôi. nếu coi clip liên tục tầm 5 tiếng thì chắc tới đêm là sạc rồi. chụp ảnh đẹp. độ nét cao &lt3 cực thích. chụp xoá phông thì rất dở :)))) quay phim ok. nói chung vs giá này. mình rất hài lòng. à. máy đẹp hơn so với nhìn qua ảnh theo mình là thế :)
435,323,Anh Trung,prd_bf8114950b,17191,5,False,2020-01-22T11:42:45.000000Z,Máy mượt. giá tốt. Phù hợp với nhu cầu học sinh. sinh viên. camera chụp đêm tốt
454,339,Unknown,prd_4d183bfbc6,17704,5,False,2020-01-28T10:50:41.000000Z,anh có thể nêu các bước để đặt đc ko. tại hồi đó giờ em chưa mua dản phẩm nào online cả. mong anh giúp đỡ
456,340,Unknown,prd_eb833cbdc4,17721,5,False,2020-01-28T12:04:43.000000Z,nếu ai mua máy này mà về để chơi liên quân hay pugb thì ko nên con này dùng để làm vc hay lưới web hoặc xem phim rất ok con này làm máy phụ rất hợp lý
462,346,Unknown,prd_906894f7d0,13683,5,False,2020-01-29T14:00:45.000000Z,Phê
470,354,Unknown,prd_4d183bfbc6,17704,5,False,2020-01-30T12:50:47.000000Z,Mình dùng vsmart live đk 2 tháng rồi. Quá là ok trong tầm giá luôn. Thấy mn bảo con này bắt sóng wifi kém. nkg mà mik vẫn bắt đk wifi nhà hàng xóm ở đối diện nhà. trong khi con iphone 8 plus của e gái mik thì phải ngồi gần cửa mới bắt đk. đi sâu vào là hết. Duy chỉ có 1 điều duy nhất mik k thích ở máy này là camera chụp trong điều kiện thiếu sáng kém. thế thôi. Chụp đủ sáng đẹp và nét lắm. Nchung e này quá ngon trong tầm giá. Mà mik bán hàng online nên on từ 9h sáng đến tầm 8h tối máy mới hết  pin nhé.
471,355,Unknown,prd_eb833cbdc4,17721,5,False,2020-01-30T13:12:40.000000Z,máy khá okay
474,358,Unknown,prd_eb833cbdc4,17721,5,False,2020-01-31T07:55:07.000000Z,Very good product for price little laggy when first start up device but after that very thing is fine
523,400,Unknown,prd_4d183bfbc6,17704,5,False,2020-02-05T09:55:28.000000Z,Máy dùng rất tốt kết nối wifi rất tốt không yếu như 1 số người nói. chơi game pubg.lq.asp9.call of duty rất ổn định ko có hiện tượng giật lag  tg pin lâu
541,417,Unknown,prd_eb833cbdc4,17721,5,False,2020-02-07T15:14:23.000000Z,"Sản phẩm tốt
Rất uy tín
Đáng 5000sao"
550,426,Unknown,prd_bf8114950b,17191,5,False,2020-02-08T10:54:39.000000Z,Máy mượt . kết nối internet nhanh . chụp hình rõ . giá tầm trung hợp lý .
562,324,Anh Thanh,prd_916a7f3f29,12825,5,False,2020-02-09T18:32:43.000000Z,Mua con này cho vợ dùng quá đỉnh. vừa tay và chắc chắn.
563,436,Unknown,prd_4d183bfbc6,17704,5,False,2020-02-10T02:17:41.000000Z,wifi max lừa tình luôn sóng thì yếu mà nó chạy cứ như moto
575,447,Unknown,prd_5a023717bc,21943,5,False,2020-02-10T16:04:33.000000Z,Mấy anh mấy chị từ từ thôi cho em mua với :((
576,448,Unknown,prd_5a023717bc,21943,5,False,2020-02-10T18:59:56.000000Z,Neu minh dac hang joy 3 khi nao nhan hang duoc vay
578,450,Lê Tiến,prd_5a023717bc,21943,5,False,2020-02-11T01:06:08.000000Z,Qua ngon trong tầm giá
579,451,Anh Nam,prd_5a023717bc,21943,5,False,2020-02-11T03:57:43.000000Z,Ngon hàng Việt Nam chất lượng cao
585,454,Unknown,prd_5a023717bc,21943,5,False,2020-02-11T15:01:08.000000Z,quá ok
586,455,Unknown,prd_5a023717bc,21943,5,False,2020-02-11T15:06:46.000000Z,Bây giờ mình đang dùng vsmat joy 2 plus vẫn mới mình muốn bán lại cho shop rồi đổi lên joy 3 và thêm một chút tiền nữa đc ko ạ.mong shop ko gọi và trả lời kĩ càng một chút
587,456,Unknown,prd_5a023717bc,21943,5,False,2020-02-11T15:18:03.000000Z,Máy đẹp
589,458,Unknown,prd_5a023717bc,21943,5,False,2020-02-11T17:16:36.000000Z,rất tốt
590,459,Unknown,prd_bf8114950b,17191,4,False,2020-02-12T02:46:25.000000Z,Good
592,461,Unknown,prd_5a023717bc,21943,5,False,2020-02-12T03:20:27.000000Z,MUa lần đầu có được giảm giá gì không ạ
594,463,Anh Linh,prd_bf8114950b,17191,3,False,2020-02-12T03:30:32.000000Z,Đã mua ở cellphone nói chung ổn làm việc OK. Nhưng phim hơi kém sài từ sáng tới trưa bình thường xem tin Zalo gọi điện mà hết hơn 40 rồi
596,465,Unknown,prd_5a023717bc,21943,5,False,2020-02-12T03:41:38.000000Z,sản phẩm tốt
603,470,Unknown,prd_5a023717bc,21943,5,False,2020-02-12T12:47:42.000000Z,Sản phẩm cấu hình tốt . mức giá quá tốt cho người Việt. Chúc mừng Vinmart.
611,475,Unknown,prd_5a023717bc,21943,5,False,2020-02-14T00:21:01.000000Z,Máy đẹp tốt
614,476,Unknown,prd_5a023717bc,21943,5,False,2020-02-14T02:54:03.000000Z,Nguyen  van a
615,477,Lý Quốc Tài,prd_5a023717bc,21943,5,False,2020-02-14T03:50:43.000000Z,Máy cầm chắc tay. Vuốt Mượt trải nghiệm thêm mới biết chất lượng
618,480,Unknown,prd_5a023717bc,21943,5,False,2020-02-14T06:27:23.000000Z,Dùng ngon. Rất là ok trong tầm giá
625,487,Unknown,prd_5a023717bc,21943,5,False,2020-02-14T09:38:42.000000Z,Chưa thấy hàng đâu mà vào đánh giá ầm ầm
626,488,Unknown,prd_5a023717bc,21943,4,False,2020-02-14T13:35:43.000000Z,Bị mỗi cái đang sạc pin bị nóng máy
628,490,Phương Hoang Nam,prd_5a023717bc,21943,4,False,2020-02-15T02:22:08.000000Z,Mới lấy 2 cái. Xài các tác vụ cơ bản thấy khá là tốt. Ko chơi game nên độ mượt cơ bản thấy ổn. Cảm biến vân tay khá mượt. Chỉ khó chịu là máy ko có app xem ảnh riêng mà xài app ảnh mặc định của Google nên hơi bất tiện. Chấp nhận dc với mức giá dưới 2tr. Để xài thời gian sau coi có gặp phải lỗi gì ko
632,494,Unknown,prd_5a023717bc,21943,5,False,2020-02-15T03:49:29.000000Z,Điện thoại đẹp. nặng vì pin 5000. Nhân viên thân thiện
634,496,Unknown,prd_5a023717bc,21943,5,False,2020-02-15T05:04:31.000000Z,Dùng được 3 ngày và có nhận xét: hàng Việt Nam chất lượng cao chơi tốt các game Liên Quân. FreeFire. TFT Mobile.Tốc Chiến Mobile.pin khủng 5000 chiến game 2 ngày mới gần hết
641,502,Unknown,prd_ece8fb6888,18013,5,False,2020-02-15T15:04:28.000000Z,chất lượng phục vụ của nhân viên tốt.
642,503,Unknown,prd_5a023717bc,21943,5,False,2020-02-15T17:39:07.000000Z,Rẻ và ngon
643,504,Unknown,prd_5a023717bc,21943,4,False,2020-02-15T17:41:12.000000Z,He dieu hanh kho xai qua.cai nhac chuong ko duoc.xem anh thi phai vao google.
646,507,Unknown,prd_5a023717bc,21943,5,False,2020-02-16T03:54:53.000000Z,Xai rat ok de lam backup phone (nghe goi doc bao) vay la du. Mau trang sieu dep
650,511,Unknown,prd_5a023717bc,21943,5,False,2020-02-17T04:25:48.000000Z,mình ở xa đặt máy hôm nay mới nhận thấy nhiều bài review con này quá . mình nhận về dùng thử thấy chẳng có vấn đề gì để chê về con này cả và mua hàng tại cellphones là yên tâm cả về mặt cọc cả về mặt đổi trả hàng nữa nói chung là yên tâm mọi thứ
668,523,Unknown,prd_4d183bfbc6,17704,5,False,2020-02-18T18:33:49.000000Z,Giá cả hợp lí
685,538,Unknown,prd_ece8fb6888,18013,5,False,2020-02-22T04:49:48.000000Z,Nhân viên đỉnh và máy tốt =)) đáng đồng tiền bát gạo &lt3
701,552,Anh Sơn,prd_916a7f3f29,12825,5,False,2020-02-24T06:29:07.000000Z,Giá hỗ trợ thu cũ đổi mới quá ổn. Máy dùng mượt. gọn. nhẹ. cầm rất chắc tay.
703,553,Vương Văn Hải,prd_eb833cbdc4,17721,5,False,2020-02-24T06:48:48.000000Z,rất ok. 5 sao
727,573,Unknown,prd_5a023717bc,21943,5,False,2020-02-26T02:23:49.000000Z,Máy dùng ổn ko có lỗi gì
740,584,Unknown,prd_eb833cbdc4,17721,5,False,2020-02-26T18:17:29.000000Z,Máy này chơi liên quân Mobile vs pubg có tốt ko
754,590,Unknown,prd_5a023717bc,21943,5,False,2020-02-27T07:30:01.000000Z,Máy tốt trong tầm giá mỗi tội loa hơi nhỏ nhưng có cách khắc phục bàng tai nghe kèm theo máy mình cũng là một người ít sử dụng loa ngoài nên ko sao .nhân viên rất nhiệt tình .
769,602,Unknown,prd_5a023717bc,21943,5,False,2020-02-29T06:08:15.000000Z,tot
783,613,Anh Huy,prd_6c6f621b57,15618,5,False,2020-03-01T14:09:25.000000Z,Tốt
806,630,Unknown,prd_5a023717bc,21943,5,False,2020-03-03T14:44:50.000000Z,Còn hàng tại hà nội k vậy?
809,297,Unknown,prd_87293810fe,22138,5,False,2020-03-04T10:58:42.000000Z,10
831,652,Unknown,prd_4d183bfbc6,17704,5,False,2020-03-07T10:05:41.000000Z,Máy xài mượt . chiến game tốt và camera đỉnh ạ
834,655,Anh Long,prd_4d183bfbc6,17704,5,False,2020-03-08T05:16:41.000000Z,Mới mua 2 ngày cảm nhận máy tốt ổn trong tầm giá. Các bạn nên mua. Màu xanh đẹp
843,663,Sg- Trang Thanh Quang,prd_5a023717bc,21943,5,False,2020-03-09T12:47:46.000000Z,Máy sử dụng tốt hơn mong đợi và số tiền bỏ ra. chỉ còn coi về lâu dài thì như thế nào và hiện tại thì mình rất hài lòng
851,670,Nhat Anh Nguyen,prd_4d183bfbc6,17704,5,False,2020-03-10T14:57:23.000000Z,Máy đẹp. dùng ổn định và có thể nói là vô địch trong tầm giá. NV CellphoneS nhiệt tình tư vấn. giao hàng nhanh.
859,677,Vũ Minh Hiền,prd_4d183bfbc6,17704,5,False,2020-03-11T15:54:38.000000Z,hàng dùng rất tốt mới toanh.lại còn là thuần google nữa chứ rất tuyệt vời
868,686,Unknown,prd_4d183bfbc6,17704,5,False,2020-03-13T08:45:33.000000Z,hàng dùng tốt. dữ liệu dc lưu trữ google. shop nên chú ý phần nhập hàng vì miếng dán 150k bị lỗi
882,698,Unknown,prd_6ba168bff1,21609,5,False,2020-03-15T04:23:06.000000Z,"trước h ko thích xài android do rất hao pin. nhưng mà dòng S20 này dùng thấy rất oke. pin dùng đc khoảng 2 ngày thoải mái. Trải nghiệm rất mượt và màn hình bớt cong hơn nên dùng thích. Mình là nữ nên dùng con S20 là thấy vừa tay rồi. Màu hồng cũng rất đẹp!
Dịch vụ bên Cellphones và ưu đãi cho khách hàng cũng rất tốt!
Đánh giá cho cả sản phẩm và dịch vụ 5 sao luôn"
904,716,Unknown,prd_eb833cbdc4,17721,5,False,2020-03-17T17:22:57.000000Z,mua được 4 ngày...và thấy quá ổn trong tầm giá
905,717,Unknown,prd_4d183bfbc6,17704,3,False,2020-03-17T17:56:02.000000Z,"Em mua Vsmart live dùng được khoảng 3-4 ngày và em thấy có 1 số lỗi nhỏ như là:
- Loa bình thường thì không sao nhưng khi sử dụng tai nghe hoặc loa bluetooth thì âm lượng tăng giảm không được ổn định cụ thể là từ nấc 2 đến 3 thì tăng bình thường nhưng từ 3 đến 4 lại bị to quá nhưng từ 4 lên 5 thì lại tăng bình thường ( khoảng cách âm thanh giữa các nấc không đồng đều )
- Em đang xem 1 video trong google photo thì em muốn thoát ra để nhắn tin rồi quay trở lại video đang xem giở thì nó lập tức phát lại từ đầu nhưng thanh thời gian của video vẫn giữ nguyên vị trí cũ.
2 lỗi như thế ạ.
Không biết lỗi này của nhà sản xuất có được đổi không ạ? Em có mua bảo hiểm 1 đổi 1 trong 1 năm rồi ạ.
P/s: em định chèn hình ảnh nhưng lỗi này em không có cách để lưu lại"
912,724,Unknown,prd_4d183bfbc6,17704,5,False,2020-03-19T01:26:34.000000Z,Tốt hơn so với giá
917,727,Unknown,prd_5a023717bc,21943,5,False,2020-03-19T05:32:10.000000Z,Sao cùng là hàng chính hãng. bên Thế Giới Di Động 1 đổi 1 trong vòng 101 ngày. mà CellphoneS có 30 ngày? Cùng là hàng chính hãng thì quy định đổi trả phải theo hãng Vinsmart chứ?
921,730,Unknown,prd_916a7f3f29,12825,4,False,2020-03-19T14:34:23.000000Z,Máy ok ngon nhưng mà bị lỗi màn hình
938,747,Unknown,prd_916a7f3f29,12825,5,False,2020-03-22T02:12:31.000000Z,máy sài được. vân tay rất nhạy. tốt ok luoôn
943,751,Unknown,prd_4d183bfbc6,17704,5,False,2020-03-22T06:35:06.000000Z,Shop giao hàng xa gói cẩn thận khi nhận dc kiểm tra kĩ càng ...đt quá tốt so vs tầm giá...mình sẽ ủng hộ shop
958,763,Unknown,prd_4d183bfbc6,17704,5,False,2020-03-23T11:30:34.000000Z,shop ỏi cho mình hỏi nếu mua vsmart live thì đc tặng phiếu mua hàng 200k có đc trừ thẳng vào giá gốc của máy ko ạ
960,760,Unknown,prd_4d183bfbc6,17704,4,False,2020-03-23T13:47:53.000000Z,Được
994,789,Lê Quang Tuấn,prd_4d183bfbc6,17704,5,False,2020-03-27T14:54:30.000000Z,Máy sử dụng tốt sổ với tầm giá
1002,797,Hồ Gia Kiệt,prd_bf8114950b,17191,5,False,2020-03-28T16:54:02.000000Z,Điện thoại này quá tuyệt vời trong tầm giá. không có gì để chê !
1015,810,Anh Kiên,prd_eb833cbdc4,17721,5,False,2020-03-30T03:14:13.000000Z,"Sản quá tốt so với giá cả mang lại .
Nhân viên cửa hàng phục vụ rất tận tình và kỹ lưỡng . Cực kì hài lòng"
1018,812,Unknown,prd_87293810fe,22138,5,False,2020-03-30T10:27:53.000000Z,Rất hài lòng
1032,826,Unknown,prd_4d183bfbc6,17704,5,False,2020-04-01T02:05:36.000000Z,Với giá 3tr590 thì sản phẩm này thật sự tốt so với các hãng khác còn về độ bền thì chưa đánh giá được để dùng 1 thời gian nữa xem sao (mới mua 2 ngày trước). nhân viên phục vụ tận tình.
1052,846,Unknown,prd_4d183bfbc6,17704,5,False,2020-04-03T11:48:05.000000Z,Quá ngon
1067,859,Unknown,prd_4d183bfbc6,17704,4,False,2020-04-06T09:09:34.000000Z,Sau khi sử dụng được 3 ngày thì em có đánh giá như sau..về nhận diện vân tay rất kém.màng hình nhiều lúc vuốt bị delay . chơi game tầm 30p là nóng máy .loa khá rè. Em cảm thấy màng hình k đc rõ hơi mờ khi xem video hay hình ảnh ( em có dán cường lực 150k của shop)... E k biết là máy nào cũng vậy hay là chỉ máy em ( có thể bị lỗi )
1080,872,Unknown,prd_5a023717bc,21943,5,False,2020-04-07T16:38:23.000000Z,Mình mua 1 chiếc cho bố dùng rất ổn. Nhân viên ở đây cũng nhiệt tình và giá cả cũng hợp lý.
1114,902,Unknown,prd_bf8114950b,17191,5,False,2020-04-11T06:04:45.000000Z,Máy rất tốt trong tầm giá 6tr. nay còn giảm gần 1 nửa. Cấu hình ổn. Màn hình rất đẹp. Cảm ứng mượt. Pin đủ dùng 1 ngày dài.
1122,29,Unknown,prd_5a023717bc,21943,5,False,2020-04-12T04:49:46.000000Z,"hang tot gia hop li hieu nang on dinh 
dang de mua
ung ho hang vn"
1144,926,Unknown,prd_4d183bfbc6,17704,5,False,2020-04-15T05:12:30.000000Z,Với 3tr590 thì sản phẩm này rất tốt trong tầm giá pin trâu game mượt camera đẹp màn hình đẹp  loa thì ko tốt cho lắm thiết kế đẹp chơi game lâu thì ko nóng lắm nhưng sạc thì hơi nóng ko biết có làm sao không :3
1145,927,Phạm Minh Tuấn,prd_4d183bfbc6,17704,5,False,2020-04-15T05:46:11.000000Z,"Mình thích nhất là đội ngũ phục vụ. tư vấn viên ở đây. rất tốt. rất nhiệt tình. trước hay mua ở thế giới di động. nhưng từ bây giờ mình sẽ chọn mua ở đây.
Sản phẩm mình mua được kiểm tra rất kĩ trước khi gửi cho mình. gửi hàng nhanh chóng. đóng gói rất cẩn thận."
1146,928,Unknown,prd_bf8114950b,17191,5,False,2020-04-15T10:01:21.000000Z,Chất lượng dịch vụ tốt. giao hàng nhanh gọn và hàng tốt đúng như trên trang web.
1150,932,Anh Phạm Phúc Khánh,prd_4d183bfbc6,17704,5,False,2020-04-15T16:57:13.000000Z,"Máy nhanh. pin trâu. chụp ảnh đẹp
Nhân viên hỗ trợ rất nhiệt tình. đang giữa dịch đặt onl xong 2 tiếng sau đã có máy đến tận mồm."
1151,933,Unknown,prd_4d183bfbc6,17704,5,False,2020-04-15T17:41:39.000000Z,"CellphoneS cho mình hỏi là nếu có lỗi do nhà sản xuất thì mình phải đến của hàng hay là sao ạ
Mong CellphoneS trả lời ạ !"
